FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,TARGET
5.1,1.6,0.57,-18.4,0.224,50,-190,0.99004,3.17,-0.65,6.4,1,7,2,5
2.5,1.36,-0.88,-24.35,0.468,48,-189,0.9993,4.15,1.97,9.5,0,7,3,3
7.9,0.08,-0.61,46,-0.517,-7,127,0.98171,2.84,1.07,11.9,0,7,4,4
11.8,0.46,0.31,-26.9,0.052,36,206,0.9923,4.28,-0.14,9.5,0,9,2,3
19.3,0.18,0.29,1.2,0.046,105,-131,1.07081,2.76,0.48,11.3,1,8,2,6
9.1,0.3,-0.81,12,-0.419,324,144,0.99471,3.17,0.49,9.4,0,7,1,3
14.3,0.21,0.26,8.75,0.523,-336,142,0.94835,3.05,0.79,9.3,1,9,2,5
7.1,0.875,-1.19,5.7,0.264,-97,-314,0.99808,3.4,0.52,9.3,1,8,1,0
-6.7,-0.72,0.62,2.7,0.044,56,122,0.97107,3.1,-1.19,17,0,7,1,3
7.1,0.16,0.24,0.8,0.568,17,-184,0.95917,3.66,0.45,12.1,-1,7,1,3
6.8,0.91,0.41,-32.4,0.044,174.5,178,1.01906,3.24,0.92,8.9,0,7,1,4
-6.2,-0.06,0.56,0.9,-0.032,46,141,0.99119,3.16,1.57,9.7,1,6,2,4
5.9,0.28,0.31,43.1,-1.15,292,-766,0.99254,3.67,0.06,11.4,0,7,3,6
7,0.58,1.51,47.2,-0.322,21,177,0.99128,3.08,0.35,11.4,1,8,2,4
5.7,-0.18,1.65,1.2,0.036,-187,89,0.99111,3.26,-0.82,4.2,-1,6,Unrated,2
9.2,-2.46,-0.08,5.7,-0.525,-72,97,0.9927,3.27,0.23,22.2,1,7,2,6
7.3,0.39,-0.03,-40.4,0.043,36,113,0.991,3.39,-0.64,12.7,-1,8,3,5
-9.4,0.36,-0.73,55.6,0.599,30,-239,1.01883,3.94,-1.14,10.5,-1,7,3,3
5.5,0.24,-1.03,15.4,0.046,-198,113,0.99224,3.22,1.4,15.8,1,6,2,4
7.9,0.86,1.7,-55.8,0.209,150,866,0.99176,3.05,0.52,10.9,-1,9,Unrated,2
7.1,1.02,0.79,40.9,0.084,571,-143,0.94553,3.21,0.5,1.5,-1,8,Unrated,2
7.4,-0.56,3.25,-60.8,-0.314,9,700,1.01111,3.36,0.85,21.6,1,8,2,5
7.1,0.26,1.7,39.9,0.043,19,245,0.95389,3.71,-0.97,11.4,1,8,Unrated,0
5.8,0.36,-1.07,56.2,0.343,-169,293,0.9898,4.06,-0.18,18,0,6,2,4
7.2,0.31,-0.01,44.5,-0.175,127,159,0.9955,3.14,0.05,14.6,0,8,1,3
7.2,0.11,0.31,125.5,0.062,31,-365,0.9917,3.35,0.44,14.9,-1,8,2,3
1.7,0.45,0.86,-22,0.036,27,189,0.99122,4.36,0.89,12.2,-1,7,Unrated,0
-1.6,0.19,1.4,10.9,0.045,10,533,0.97711,3.11,0.43,10.4,0,7,2,4
10.6,0.4,0.02,-103.8,-0.016,296,320,0.9955,2.15,0.83,7.2,1,7,Unrated,0
6.2,1.51,0.33,1.4,-0.451,35,-49,0.9938,3.63,1.33,10.3,0,7,1,4
3.4,0.19,1.55,1.5,0.043,-114,435,0.9936,4.13,-0.2,7.1,0,7,3,4
6.1,0.32,-0.52,2.3,0.071,-224,319,0.99633,4.02,2.2,5.8,1,7,3,4
18.9,0.275,1.87,1,0.039,83,-558,0.992,0.68,0.56,11.9,-1,8,2,2
6.9,-1.1,-0.91,-8.5,0.037,6,515,1.01966,3.9,0.94,16.8,0,8,Unrated,2
-1.8,0.35,0.24,2,0.072,303,48,0.95956,3.43,0.29,10,0,8,1,2
7.4,0.29,0.76,46.8,0.126,35,355,1.03563,3.45,0.5,11.9,0,8,4,5
14.5,0.45,-0.44,-59.9,1.146,3,15,0.9958,2.61,-0.14,10.8,-1,7,1,0
2.7,-0.09,1.36,6.2,0.078,25,-185,0.9953,2.18,0.77,13.8,0,10,2,5
6.4,1.47,1.17,-8.5,0.237,28,101,0.99211,4.51,0.45,13.7,0,7,Unrated,0
8.7,0.99,1.3,1.6,0.046,29,-208,0.9942,3.27,0.38,13.9,1,9,3,5
-1.8,0.52,-0.38,2.4,-0.263,258,26,0.95583,3.99,0.72,6.7,0,7,Unrated,0
7.1,1.77,-1.08,2.9,0.041,218,192,0.97715,3.26,0.62,16.2,-1,8,2,3
15.8,-0.835,0.26,1,-0.637,235,174,0.992,3.27,0.32,3.8,-1,6,Unrated,2
6.2,0.65,0.19,3.4,1.055,47,278,1.03279,3.14,0.43,15.5,2,7,4,6
24,0.58,0.3,5.1,0.057,30,123,1.02145,2.52,0.38,9,1,7,3,4
12.5,0.46,0.2,1.9,0.077,28,704,1.0189,3.37,1.36,10.4,0,8,Unrated,0
14.1,1.69,0.35,10.3,-0.242,54,140,1.00294,3.23,-0.45,6.2,0,7,1,3
9.9,0.4,0.53,6.7,-0.419,-231,19,0.95436,2.88,0.82,11.7,0,11,Unrated,0
1.7,0.16,0.25,40.1,0.081,10,178,0.97845,2.18,0.15,9,-1,8,Unrated,2
15.6,-0.2,0.02,62.1,0.051,-23,359,1.09593,2.97,-0.16,10,0,8,Unrated,3
7.4,0.37,0.69,-43,-0.381,-208,134,1.00667,4.1,0.46,10.4,-2,8,Unrated,1
-2.1,1.52,0.45,8.3,0.527,52,-219,1.02526,4.07,0.3,9.5,-1,7,Unrated,0
7.2,-0.27,0.26,12.5,0.046,-79,179,1.03433,3.1,0.52,9,1,8,Unrated,0
17.3,0.38,0.56,69,0.055,-241,170,1.00089,3.13,0.65,12.9,-1,8,Unrated,3
16.4,0.64,1.24,2,0.095,-251,77,1.00043,3.86,0.8,7.2,-1,9,Unrated,0
8.2,-0.89,1.77,-2.8,0.603,-180,106,0.99397,2.98,0.79,5.7,0,9,Unrated,3
8.9,0.26,0.29,5.4,0.046,40,98,0.98745,3.12,0.26,23.4,0,6,2,4
5,1.14,0.12,36.2,-0.119,6,-289,1.00571,2.74,-1.07,6.3,0,7,2,3
6.3,0.29,0.28,4.7,0.218,-142,316,0.99036,4.04,-1.16,12.2,0,7,1,6
13.2,-1.08,0.28,65.9,0.299,219,168,1.0408,3.77,0.87,6.6,0,9,1,4
6.6,0.26,0.36,-0.6,0.067,528,89,1.02591,2.16,0.48,9,-1,8,Unrated,3
1.8,1.5,2.55,57.8,-0.355,5,13,0.96886,3.52,0.56,4.6,-2,7,1,1
6.8,0.19,0.33,4.9,-0.226,42,130,1.01386,4.2,0.56,16.1,1,7,2,5
12.2,0.19,1.69,-50.1,0.04,-244,149,0.96907,5.5,-0.77,5.5,-1,6,2,4
9.3,0.33,0.54,48.5,0.024,19,37,0.99498,3.18,1.7,11.1,-1,10,Unrated,0
6.8,0.23,0.4,33.5,0.047,-46,133,0.993,3.23,0.7,8.2,1,7,2,5
18.9,-0.34,-1.11,21.4,0.041,-164,60,1.02756,3.09,1.84,7.6,0,9,1,2
15.8,0.23,0.4,-39.6,0.049,-116,76,0.99659,4.16,1.48,12.5,0,9,2,4
2,-0.69,0.32,-51.1,0.4,35,204,0.99776,3.14,0.38,8.6,1,7,Unrated,4
15,1.25,0.27,28.1,0.035,14,163,1.01982,0.54,1.83,11.8,0,6,1,0
16.7,0.51,1.36,1.7,0.431,39,221,0.99212,3.99,-0.7,10.566666667,0,7,3,3
15.8,0.13,0.57,30.3,-0.113,60,150,1.02826,2.33,-0.43,13.8,0,7,3,4
5.6,1.13,-0.82,-39.2,0.037,18,115,0.9904,3.42,0.5,12.6,-2,6,1,2
11.7,-0.25,0.66,46.7,0.041,345,1006,1.01215,3.51,0.52,11.5,1,8,4,6
6.1,-0.615,-1.27,2.8,0.241,-267,-171,0.99631,4.19,0.66,10.2,1,7,Unrated,0
6.8,0.27,-0.83,-69.7,0.219,341,365,0.97729,3.16,-0.13,2.6,-1,7,Unrated,0
16.8,1.55,0.16,-23.3,0.612,220,189,0.99398,3.19,-0.91,8.5,1,7,Unrated,0
7.1,0.28,-0.2,33.8,0.042,52,78,1.00845,3.2,0.56,21.9,-2,7,2,2
-1.1,0.59,0.33,2.1,0.156,9,14,0.99488,4.66,2.27,11.5,-2,8,1,0
6.6,-0.995,1.74,-36.5,0.039,29,-92,0.99304,4.6,0.61,10.4,0,7,4,5
9.6,-0.765,0.21,2,0.039,21,120,0.99188,3.75,3.72,12.6,1,10,2,5
21,0.22,0.45,2.7,-0.311,42,370,1.03245,4.49,1.69,16,-1,8,2,3
6.2,-1.13,0.28,55.4,0.377,78,516,0.988245,1.99,0.23,7,0,7,2,4
8,1.48,-0.01,3.7,0.588,37,502,0.9932,3.21,-0.69,13.6,1,6,2,5
-4.7,1.2,0.13,61.7,0.579,60,172,0.99114,2.61,-0.22,7.5,-1,7,Unrated,2
11.7,1.36,0.26,1.1,0.044,300,78,1.01131,2.01,1.19,13.3,0,7,3,4
16.2,1.48,-0.89,-39.9,-0.872,183,436,0.9997,3.1,0.76,9.5,-1,13,1,0
6,0.07,0.32,1,-0.068,63,178,0.99212,3.1,-0.96,9.7,-1,7,Unrated,2
6.4,-0.26,-0.98,42.3,0.042,183,-203,0.99556,3.7,1.48,5.4,1,7,2,4
7.2,0.27,0.74,43.9,0.505,64,-163,0.9981,3.04,0.55,8.7,0,8,1,3
6.8,0.33,-3.16,-1.9,-0.08,16,207,1.00186,2.54,0.79,9.5,-1,7,1,2
10.7,1.47,0.4,41,-0.36,13,-134,0.94576,2.29,0.6,10.4,-1,8,1,2
6.6,0.26,0.29,1.4,0.177,13,67,0.9915,2.47,0.49,17.5,1,7,1,0
7.2,0.25,0.39,26.65,-0.25,-28,93,0.99162,2.25,0.47,14.3,0,8,3,4
6.4,0.33,0.05,39.6,0.645,287,207,0.995,3.58,2.03,11.8,-1,7,1,3
2.7,0.8,1.05,12.7,0.044,29,-188,0.9937,2.1,-0.68,13.3,0,8,4,6
1.4,-0.245,0.57,1.1,-0.032,247,139,0.99012,2.66,0.73,11.8,0,8,Unrated,5
8,0.24,0.36,25.9,-0.07,17,129,1.03907,3.2,2.31,11.4,1,9,2,5
5.8,0.335,1.59,5.8,0.046,49,193,0.9937,4.54,0.71,10.3,0,6,1,3
6.7,0.37,0.91,39.4,0.061,-117,149,0.9953,3.16,1.45,9.6,0,7,1,4
6.4,0.14,0.89,1.5,-0.084,155,-142,1.04324,3.21,0.96,9.5,-1,9,Unrated,3
5.3,-0.38,0.38,-2.3,-0.359,29,145,1.03052,3.77,0.37,12.4,0,8,3,5
15,0.25,-0.57,1.1,-0.049,251,156,0.9917,3.57,-0.36,11.3,0,8,2,3
15.5,0.39,-1.23,37.3,-0.288,33,-730,0.95049,3.05,0.44,10.1,0,8,1,5
2.8,0.57,1.19,34.3,-0.085,-180,1,0.99592,3.04,-0.35,14.4,-1,8,Unrated,0
7.8,1.22,0.28,4.4,0.04,293,438,0.95203,3.14,0.55,15.5,-1,8,3,3
12.6,1.05,0.34,23.4,-0.535,12,-366,0.9976,4.34,0.82,11,0,8,2,4
-5.1,-1.03,0.27,22.9,-0.091,80,76,0.9914,3.15,2.11,5.7333333333,0,7,3,4
6.8,0.3,0.23,-49.7,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,0,7,2,3
9.8,0.26,-1,-58.3,0.026,314,367,1.027,3.22,1.11,11.3,1,7,3,6
9.9,1.2,0.23,7.6,-0.134,1,-24,0.9945,3.34,0.94,11.9,1,7,2,5
8.8,0.42,-0.18,13.1,-0.086,254,200,0.95927,3.04,0.46,11,-1,8,3,4
-3.3,-1.05,0.81,-46.8,0.609,9,95,0.992,3.09,0.39,11.1,-1,8,1,3
6.9,0.41,0.33,2.2,0.196,22,-232,0.96928,3.41,0.29,14.9,-1,8,1,0
9.9,0.41,-0.13,0.1,-0.302,348,279,0.98438,3.64,0.46,8.9,-1,8,2,2
7.3,0.49,-0.77,5.2,0.604,138,372,1.03433,2.08,0.45,14.8,0,8,1,2
5.5,3.17,0.33,9.6,0.418,48,118,0.98758,2.13,0.39,16.95,1,6,1,5
0.6,0.19,-1.07,6.3,0.054,-194,231,0.94164,3.51,0.54,10,0,8,3,4
7,1.16,1.31,8,-0.059,19,164,0.94387,3.07,-2.22,17.8,1,8,3,5
11.1,-2.12,2.08,1.5,-0.52,-50,-374,0.91654,3.22,0.64,10.1,-1,12,2,3
6.6,-1.68,0.24,3.3,-0.259,-63,99,0.99031,3.1,1.85,15.2,1,7,3,6
3.4,0.25,-0.2,7,-0.467,58,69,0.99454,3.08,3.34,15.6,0,7,Unrated,3
1.8,-0.46,-0.99,5,0.045,-95,131,0.9942,4.21,0.79,10.9,-1,8,Unrated,3
12.3,0.3,1.56,14.3,0.045,319,-61,0.98795,3.18,0.04,9.2,-1,8,2,2
6,-0.78,0.29,3.1,0.041,57,144,0.98944,3.62,0.39,12.8,-1,7,Unrated,0
6.6,0.24,1.16,15.8,-0.364,61,286,0.9982,2.15,1.56,11.7,0,7,3,3
1.9,-0.12,0.82,6.1,-0.147,-108,-134,0.99362,2.44,-0.66,10,-2,7,1,1
7.9,0.21,0.39,55.7,0.057,148,138,0.98277,3.65,0.29,6,1,9,2,4
8.1,0.87,0,3.3,0.096,-162,-281,1.07189,2.48,0.05,9.8,-1,9,Unrated,1
1.2,0.42,0.77,37.6,0.038,33,-266,1.02807,3.2,0.56,8.6,-1,8,2,3
6.8,0.71,-0.5,4.6,0.588,112,551,0.99412,3.97,0.49,15.2,-1,7,2,3
10.2,1.51,0.63,-51.5,0.072,10,270,0.9968,3.16,0.78,5.7,0,11,1,0
6.1,0.07,0.37,2.6,0.597,24,99,0.97324,2.98,0.5,10.9,-1,7,Unrated,0
8.1,-0.06,0.4,2.2,0.068,12,28,0.97404,4.14,-0.82,17.1,2,10,1,0
6.4,-1.32,-0.78,-21.1,0.036,45,223,0.96714,3.35,0.53,17.1,1,7,2,5
25.5,0.03,0.29,1,0.042,259,101,0.99044,3.36,1.43,6.4,2,6,2,7
7.8,0.37,0.22,8.3,0.235,36,91,0.9702,3.33,2.35,12.2,0,7,2,4
-12.6,1.58,1.22,2.3,-0.246,-176,-210,1.04772,3.08,1.08,16.4,0,8,3,5
1.4,0.23,0.29,51.05,0.445,11,144,0.95625,2.18,-0.41,11.5,1,7,2,5
16,-1.49,0.37,76.5,-0.146,59,178,0.96661,3.93,1.82,14.2,-1,7,1,4
4.9,0.18,-0.87,-41.2,0.046,54,-118,1.02321,5.41,2.38,10.1,0,7,2,3
6.3,0.28,1.8,-14,0.036,-108,150,1.04175,1.6,0.47,10.6,2,7,Unrated,0
-4,0.36,-1.07,-17.5,0.255,-95,140,1.01159,3.07,-0.53,9.4,-1,7,Unrated,2
0.2,0.23,0.59,-29.3,0.054,52,550,0.98979,3.17,-0.93,9.4,0,6,3,3
3.7,-0.08,0.79,16,-0.399,27,177,0.99438,3.09,-0.24,9.8,0,8,Unrated,3
7.1,1.71,0.49,3,0.03,-64,96,0.9903,3.13,-1.05,10.9,0,8,3,5
6.8,0.915,0.29,4.8,-0.02,-208,39,0.99577,3.53,-0.19,11.1,2,8,2,5
-0.7,-0.2,1.26,8.9,-0.497,250,-87,0.98189,2.16,0.5,9,-1,7,1,2
8.7,1.7,0.29,31.9,0.52,-145,-256,0.99351,3.57,0.09,9,-1,7,1,3
0.4,-0.21,0.6,-36.1,0.039,41,297,0.98449,4.5,0.86,12.4,-1,11,2,3
5.2,0.25,0.33,5.4,0.062,-378,-181,0.99012,3.36,2.07,6.9,0,7,2,5
7,0.17,-1.57,4,-0.438,221,127,1.00364,3.19,0.15,5.4,1,8,Unrated,0
8.2,-0.9,0.15,20.6,0.542,5,112,0.9928,3.07,-2.02,10.4,-1,9,Unrated,3
2.9,0.73,0.3,1,0.036,-218,114,0.99553,3.58,0.48,11.7,0,6,Unrated,3
6.9,0.615,0.42,-86.6,0.067,-206,131,0.97415,4.11,1.43,9.3,1,8,Unrated,4
15.2,0.26,0.67,10.8,-0.508,24,46,0.98918,4.41,1.68,12.5,0,7,2,4
7.3,0.25,0.36,-15.9,0.034,30,177,1.02291,3.25,1.5,18.4,1,8,Unrated,0
7,0.44,0.24,21.5,0.188,-229,-30,0.95571,3.05,0.5,9.5,-1,8,1,2
6.7,1.54,0.87,68.5,-0.532,39,124,1.01319,2.99,2.02,16.3,1,7,4,7
7.4,-0.2,0.52,6,0.042,121,286,1.03248,3.14,-0.09,0.1,0,8,1,3
7.2,0.21,0.31,10.5,0.035,-206,121,0.95327,3.12,0.4,10.1,-1,8,Unrated,3
16.6,0.25,0.29,6.8,0.379,-132,141,0.99338,3.13,-1.17,9.4,1,8,2,5
16.9,0.42,0.26,-28.3,0.097,19,193,0.9972,3.14,0.55,9.3,1,8,2,5
19,0.12,0.31,1.3,0.043,-182,155,1.04542,3.27,0.5,11.6,0,8,3,4
18.8,1,0.29,3.9,0.059,28,627,0.9961,3.54,0.59,10.3,1,8,1,0
8.2,0.57,-0.44,17.1,0.13,62,552,1.016,3.01,0.78,9.3,-2,9,1,2
7.8,0.25,0.34,13.7,0.301,269,184,1.0139,3.22,-1.31,7.7,0,8,2,3
-1.3,0.34,0.45,1,-0.241,-174,112,0.99336,2.47,0.06,9.1,-1,7,2,2
10.2,-0.53,1.81,10.2,-0.62,45,138,0.9951,3.1,-0.15,7.8,0,8,2,4
0.1,0.45,2.08,81.5,-0.401,17,219,0.9946,3.31,0.58,12.2,2,8,1,4
9.4,-0.15,2.15,1.6,-0.762,-48,94,0.94855,3.28,0.61,6.2,0,10,2,4
12.8,0.615,-0.43,5.8,0.45,-273,-180,1.0022,3.07,0.39,10,1,14,1,0
0.7,-0.08,0.28,1.1,0.044,55,-55,0.91008,3.22,2,7.5,1,7,Unrated,5
12.1,1.7,1.74,11.8,-0.4,301,-5,0.96483,3.14,0.55,15.2,1,8,2,5
0,-2.17,-1.82,32.6,0.056,33,598,0.99825,2.9,-0.21,8.8,-1,8,2,4
5.9,-0.2,0.38,134,0.052,252,-600,1.00796,4.56,0.44,11,1,7,1,0
3,0.13,0.41,-49.5,0.147,9,111,0.9855,3.17,0.45,11.1,0,8,2,3
18.4,0.31,0.81,7,-0.551,91,87,0.99628,3.23,1.43,10.6,2,9,2,5
6.3,0.89,-0.42,10.6,0.045,66,159,1.00076,3.09,0.54,9.2,1,7,2,4
7.9,0.26,1.75,-46.3,0.765,-151,212,0.94569,2.93,0.49,15.2,0,8,Unrated,4
3.4,0.12,-0.57,7.2,0.3,22,-205,0.9966,3.71,0.38,5.2,0,7,1,4
14.2,0.59,-1.53,-54.8,0.046,37,290,0.9937,2.22,1.76,3.2,0,7,1,3
6.4,0.57,0.26,9.6,-0.073,47,958,1.02323,3.32,1.07,9.4,-1,7,1,2
8,0.14,-0.59,6.7,0.075,10,48,1.01817,2.78,0.46,10,1,9,2,4
2.5,0.63,0.41,7.2,-0.415,-184,178,0.99537,3.44,0.71,13.3,0,7,1,3
12.6,-1.16,0.66,0.8,0.037,43,-135,0.99178,3.47,-0.76,9.3,0,6,Unrated,3
0.6,-0.39,0.29,4.2,0.02,-98,-262,1.00282,3.24,1.67,10.1,-1,9,Unrated,3
5.6,0.45,0.53,12.9,0.238,-46,139,1.01009,2.31,1.51,4.1,0,9,1,3
14.1,-0.72,1.47,48.65,0.527,226,163,1.04116,3.21,0.69,9.5,-1,9,3,4
12.6,-0.94,0.35,1.4,0.21,-18,366,1.00313,5.04,1.82,10.7,0,8,1,3
8.3,1.65,0.13,-2.4,0.25,-76,172,0.9974,2.59,0.62,9.1,0,9,2,4
1.2,-0.45,-0.96,-42.4,0.013,39,-212,0.99513,4.23,0.66,9.8,0,7,1,3
10.1,-0.445,-1.4,1.2,0.055,24,84,0.9941,3.26,2.03,4,-1,8,Unrated,2
10.7,1.48,0.45,1,-0.154,21,43,0.99679,3.42,1.01,11.2,0,6,3,6
6.7,0.37,0.39,12.6,0.224,466,157,0.99451,3.1,2.53,9.4,0,7,3,4
7.3,0.77,0.29,11.3,0.034,-162,-95,0.99683,3.08,0.56,9.5,0,8,1,4
-3.4,-1.01,0.41,9.1,0.544,42,185,1.06826,3.14,0.58,11.2,0,7,3,4
12.6,0.22,0.25,73.5,0.05,44,-286,1.0001,3.19,0.37,8.8,-1,7,1,2
7.1,0.17,-2.04,1.6,-0.283,94,220,0.991,3.14,0.92,9.6,0,8,3,4
0.7,-0.55,1.49,49,0.054,134,304,0.99424,3.16,0.5,15.2,-1,7,1,2
17.9,-0.68,0.46,3.2,0.058,265,-197,0.996,1.91,0.58,5.1,0,10,2,3
6.8,-0.19,0.4,24,-0.384,-34,177,0.9928,3.04,3.41,11.6,-2,8,1,2
1.2,1.26,0.28,-29.6,0.033,46,150,0.9933,3.43,1.02,14.5,-2,7,Unrated,0
8,0.72,1.24,3.1,0.335,171,231,0.998,2.81,0.49,22.9,0,9,2,4
13.8,0.78,0.04,126.5,0.084,25,7,0.9978,3.76,0.53,13.4,1,8,Unrated,0
7.6,0.42,0.45,67.4,-0.333,248,409,0.94749,3.12,-2.5,10.1,-1,8,2,3
0.7,0.25,1.08,53.3,-0.9,-108,181,0.99319,3.2,0.02,11,-1,8,1,4
7.4,0.2,1.58,-4,-0.459,-195,89,1.00526,2.37,-1.13,11.8,0,8,2,4
6.4,-0.02,0.21,9.65,0.041,36,182,0.99334,2.19,1.92,10.933333333,2,7,3,6
6.7,0.63,0.45,77.2,0.054,-252,181,0.96254,3.14,0.3,9.1,0,7,1,3
10.6,0.03,-0.72,1.7,0.045,29,419,0.992,2.47,0.6,17,-1,8,2,3
6.2,0.21,0.31,53.9,0.646,40,610,0.9913,1.96,0.93,8.8,-1,7,2,4
16.3,1.26,0.47,27.2,0.001,-35,-234,1.00947,5.2,0.45,9.6,0,7,1,4
-4.4,-0.78,0.34,-48.5,0.547,106,113,1.02798,3.72,-1.1,6.2,-1,7,2,4
-4.1,0.34,0.27,2.6,0.024,22,105,0.9906,3.4,0.44,12.2,-1,7,1,4
7,0.22,0.8,9.2,0.027,158,553,0.96551,5.54,-1.04,12.5,1,7,4,7
6,0.26,0.5,2.2,0.048,59,72,0.99511,3.58,0.95,9.8,-1,7,1,2
-16.5,0.26,1,-55.7,0.043,594,335,0.95095,3.59,0.31,8.9,0,7,2,4
18.6,-1.14,0.27,7.2,0.034,30,114,0.992,3.11,-2.87,7.9,0,8,2,4
2.4,0.28,-0.82,4.1,0.046,-177,147,1.03529,2.82,-2.13,11.6,0,7,2,4
3.8,1.6,1.84,1.1,0.034,49,54,0.99145,3.32,-0.7,11.5,1,6,3,6
6.8,0.2,0,11.4,0.301,12,475,1.00377,3.04,1.51,12.1,1,8,Unrated,0
6.1,0.34,1.81,4.7,0.029,-65,-663,0.9742,3.58,1.6,12.3,0,7,3,4
6.9,0.32,3.14,7.8,0.042,11,271,1.01612,3.23,0.45,9.5,0,7,3,3
9.3,0.22,0.2,48.4,0.205,16,113,0.947,3.22,0.46,8.9,1,6,2,5
6.9,2.165,0,22,0.105,196,332,1.0069,2.42,-0.06,9.5,2,8,1,0
7.2,1.715,-0.32,-28.2,0.039,-67,-339,1.0881,3.46,-0.85,11.8,-1,8,2,0
6.7,0.36,0.34,-58.9,0.049,255,112,0.99091,2.82,0.5,11,0,7,3,4
6.2,0.08,0.38,-35.5,0.045,54,5,1.00086,3.17,0.46,3.9,0,7,1,3
-0.2,0.22,0.45,65.7,-0.436,199,196,1.01284,3.23,0.48,2.7,0,7,2,4
6,0.93,-0.24,9.2,0.327,-210,120,1.01921,4.21,2.41,13.9,-1,7,1,2
3.3,0.22,1.41,-53.7,-0.111,50,156,0.99316,3.38,-1.22,10.2,-1,7,1,3
3.7,0.31,0.53,-3.7,0.06,-20,444,0.99572,2.17,1.44,14.8,0,12,Unrated,5
17.3,1.075,0.43,-38.8,0.114,22,114,0.997,5.65,2.07,-3.6,0,9,Unrated,0
14.4,-1.09,0.53,47,0.03,-112,569,1.01205,4.5,1.37,9.1,0,7,2,3
-2.7,1.09,0.34,-60,0.164,32,366,0.99031,3.06,0.74,16.2,-1,7,2,3
12.1,-0.82,-1.14,7.8,0.313,54,507,0.99154,3.35,2.16,16.3,0,7,2,4
-2.9,-1.18,0.44,8.2,0.046,118,183,0.99584,3.2,0.01,9.4,0,8,2,3
7.6,-0.32,0.26,50.9,0.086,243,417,0.98038,3.15,0.42,7.6,0,8,1,3
2,0.32,-0.09,5.7,0.627,105,91,0.99184,4.54,-1.04,12,-1,7,Unrated,4
10.4,0.09,0.61,2,0.083,5,-349,0.93385,3.13,2.1,9.1,1,9,1,0
10,0.26,-0.31,1.9,0.083,42,-242,0.96518,2.98,0.63,11.8,-1,11,1,0
6.5,-2.62,0.46,1.7,-0.135,-229,501,0.91968,2.3,0.59,8.4,1,7,4,6
2.4,-0.94,-0.84,11.8,0.088,93,183,0.99167,2.86,-0.32,-1,0,9,1,0
6.9,1.39,-0.21,2.9,0.056,-19,159,0.9944,3.02,0.47,8.9,1,7,Unrated,0
4.2,-1.7,1.53,-30,-0.079,98,301,1.00508,2.15,0.56,8.1,0,9,2,4
15.9,0.26,0.77,-108.6,-0.108,59,-85,0.95763,3.97,1.67,12.1,0,7,1,3
12,0.35,1.39,60,0.093,260,30,0.95701,2.62,0.63,10.8,-1,13,2,4
10.2,0.21,0.12,10.6,0.038,-235,385,1.02361,2.8,0.46,10.6,0,10,Unrated,3
5.1,0.66,1.29,59.6,0.038,71,186,0.9969,3.12,-0.04,9.5,-1,8,Unrated,0
5.6,0.74,-1.24,13.5,0.115,289,330,1.01096,3.21,0.52,16.2,0,6,Unrated,0
9.8,0.57,1.34,-16.4,-0.268,34,45,0.96032,2.25,-0.03,12.9,-1,8,Unrated,0
6.9,0.26,0.29,4.2,0.043,9,397,0.94516,3.16,0.88,11.9,0,7,2,4
6.4,0.71,0.49,32.5,0.185,27,206,1.00254,3.24,0.53,6.4,-2,7,1,2
7.1,0.27,0.6,2.1,-0.113,134,14,1.03152,3.38,0.72,10.6,1,8,1,0
6.3,0.23,0.35,4.6,0.506,43,147,0.99923,3.19,-0.67,7.7,0,7,3,5
-1.8,0.13,0.28,29.2,0.05,47,566,0.96467,3.34,0.42,10.1,0,7,2,4
12.4,1.03,0.34,12.85,0.048,30,455,0.9986,3.44,0.47,9.5,0,7,3,4
2.6,0.83,0.37,7,0.55,111,70,0.9981,3.16,0.52,7.5,0,12,Unrated,0
6.8,-1.57,-2.48,38.1,0.037,49,540,1.02886,4.29,0.47,2.5,1,8,2,4
6.8,0.18,0.76,124.7,0.431,153,-191,0.99287,3.96,2.56,17.6,0,7,2,5
27.6,-0.28,0.33,-85.8,-0.153,-127,111,0.99362,3.32,0.58,10.15,0,7,4,5
-5.4,1.39,0.09,-33.2,0.066,256,-296,0.99459,3.42,0.7,14.7,1,7,3,6
5.7,0.21,1.23,-6.9,0.04,223,140,1.00165,4.06,1.87,10.6,1,6,3,5
9,0.28,-0.47,-43.5,-0.048,38,355,0.9976,3.34,-1.16,3,0,9,Unrated,0
11,0.465,0.3,-59.1,0.087,110,-323,0.9982,2.09,0.61,9.3,2,9,1,5
7.5,1.12,0.7,1.7,0.26,13,31,0.99853,3.36,0.54,10.5,0,8,Unrated,0
6.2,1.48,0.36,-28.8,0.039,2,130,0.99946,3.23,0.43,8.8,0,7,3,4
6.9,-0.81,0.35,6.9,0.03,45,116,0.99244,3.7,0.54,6.3,0,7,3,4
8.2,-0.98,-1.23,27.4,0.076,291,143,0.99138,1.87,0.39,12.5,-1,9,Unrated,3
13.7,-0.8,1.66,9.7,-0.308,10,108,1.0255,3.28,-2.71,9.5,1,6,3,4
8,-0.29,0.28,30.2,0.053,83,539,0.97688,4.06,1.06,9.8,0,9,1,4
